ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Spending,KMeans_Cluster,Hierarchical_Cluster,Total_Purchases
5455,1971,PhD,Married,32011.0,1,0,22-08-2013,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,3,11,0,54,122,3,3,7
456,1986,2n Cycle,Married,7500.0,1,0,07-02-2013,96,1,11,5,4,6,9,2,2,0,3,8,0,0,0,0,0,0,3,11,0,39,36,3,3,5
5012,1989,Graduation,Married,28691.0,1,0,04-07-2013,56,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,34,0,1,4
7495,1948,PhD,Married,56223.0,0,1,20-12-2013,72,77,28,31,16,0,4,2,2,1,5,4,0,0,0,0,0,0,3,11,0,77,156,3,3,8
5029,1946,Graduation,Married,18100.0,0,0,06-08-2013,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,3,11,0,79,14,0,1,3
10642,1989,Graduation,Single,30279.0,1,0,30-12-2012,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,36,37,0,1,4
2106,1974,2n Cycle,Married,20130.0,0,0,17-03-2014,99,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,34,3,3,4
10364,1959,Graduation,Divorced,23295.0,0,0,13-07-2013,72,0,0,1,2,12,5,1,1,0,2,8,0,0,0,0,0,0,3,11,0,66,20,3,3,3
5954,1972,Master,Divorced,42618.0,1,0,09-10-2013,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,3,11,0,53,192,3,3,9
1137,1964,Graduation,Single,81246.0,0,0,29-12-2013,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,3,11,0,61,1379,1,0,16
2541,1976,Graduation,Married,24027.0,1,0,09-06-2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,49,48,0,1,5
1142,1953,PhD,Married,55707.0,0,1,22-12-2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,72,428,3,3,14
2276,1955,Graduation,Single,57959.0,0,1,02-05-2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,70,868,2,2,22
2807,1969,Graduation,Married,56796.0,0,1,16-02-2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,56,1001,2,2,24
6471,1971,Master,Single,36230.0,1,0,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,54,59,0,1,6
6131,1980,2n Cycle,Married,70829.0,1,1,01-12-2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,45,431,3,0,14
6233,1976,Graduation,Married,65991.0,0,1,07-09-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,49,971,2,2,24
4148,1972,Graduation,Married,38988.0,1,2,20-08-2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,53,348,3,3,12
4947,1966,2n Cycle,Single,89572.0,0,0,15-09-2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,59,2059,1,0,23
3225,1984,Master,Married,42207.0,1,0,01-04-2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,41,265,3,3,10
7540,1952,Graduation,Married,50300.0,0,1,25-05-2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,73,270,3,1,11
10648,1982,2n Cycle,Together,66664.0,0,0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,43,1289,1,0,18
1992,1964,Graduation,Married,60597.0,0,1,01-01-2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,61,893,2,2,12
7851,1949,Graduation,Widow,70165.0,0,0,22-09-2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,76,926,1,0,21
8594,1958,PhD,Widow,50520.0,0,1,28-01-2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,67,135,0,1,7
7059,1963,Graduation,Married,80124.0,0,0,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,62,1495,1,0,18
2815,1975,Graduation,Married,33183.0,1,0,24-02-2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,50,120,0,1,7
2416,1969,PhD,Single,66582.0,0,0,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,56,1288,2,0,19
7999,1955,PhD,Together,75261.0,0,0,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,70,1743,2,2,16
9213,1970,Graduation,Widow,31880.0,1,0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,55,15,0,1,3
9697,1951,Graduation,Married,53790.0,0,2,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,74,542,3,2,17
3916,1971,PhD,Together,49269.0,1,0,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,54,890,3,3,22
2021,1975,Graduation,Married,61456.0,0,1,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,50,1388,1,0,29
1581,1980,Graduation,Married,37406.0,1,0,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,45,17,0,1,3
564,1981,PhD,Together,56937.0,1,0,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,44,906,3,3,23
6619,1978,Graduation,Married,38415.0,1,1,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,47,44,3,3,4
9081,1988,Graduation,Single,20518.0,1,0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,37,25,3,1,4
178,1956,Graduation,Married,62503.0,0,1,18-02-2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,69,973,2,0,22
916,1972,PhD,Single,41644.0,1,1,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,53,31,3,1,4
5512,1977,Master,Married,55842.0,0,1,23-05-2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,48,518,0,1,16
8970,1972,PhD,Married,62010.0,0,1,23-10-2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,53,530,3,2,15
10581,1977,Graduation,Married,41124.0,1,0,31-10-2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,48,506,0,2,14
5300,1973,Master,Married,38961.0,1,0,30-12-2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,52,70,3,1,5
5154,1972,Master,Divorced,37760.0,1,0,11-08-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,53,54,3,1,5
8346,1974,Graduation,Single,32233.0,1,0,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,51,296,0,2,10
1676,1975,Graduation,Married,43057.0,0,1,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,50,266,0,1,11
9286,1960,Master,Together,83151.0,0,0,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,65,747,2,0,18
2426,1964,PhD,Divorced,78825.0,0,0,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,61,895,1,0,28
5172,1976,Master,Together,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,49,1053,2,2,15
5562,1974,Graduation,Married,60093.0,0,1,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,51,735,3,2,19
3436,1969,Graduation,Married,14045.0,1,0,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,56,20,0,1,4
3921,1952,2n Cycle,Widow,28457.0,0,0,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,73,205,3,3,9
3403,1958,PhD,Together,78952.0,0,1,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,67,2092,2,0,19
22,1976,Graduation,Divorced,46310.0,1,0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,49,309,3,3,12
10965,1955,Graduation,Together,76005.0,0,0,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,70,1722,1,0,21
9426,1964,Master,Single,58308.0,0,1,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,61,900,2,2,11
6605,1944,PhD,Divorced,55614.0,0,0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,81,682,3,2,19
3136,1962,Master,Divorced,59432.0,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,63,663,3,3,19
8737,1978,Graduation,Divorced,55563.0,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,47,43,0,1,5
11088,1971,PhD,Together,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,54,1816,2,2,17
716,1949,PhD,Together,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,76,976,2,2,24
466,1944,Graduation,Married,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,81,746,2,0,20
9135,1950,Graduation,Together,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,75,64,3,3,4
10623,1961,Master,Together,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,64,32,0,1,4
8151,1990,Basic,Married,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,35,263,0,2,8
5140,1985,PhD,Married,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,40,1445,2,2,19
10160,1956,Master,Together,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,69,46,3,1,4
4945,1953,Graduation,Widow,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,72,1210,2,2,26
10584,1976,Graduation,Married,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,49,945,1,0,23
6071,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,36,1157,1,0,21
3386,1992,Graduation,Married,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,33,137,3,3,7
8939,1959,Graduation,Divorced,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,66,730,2,0,19
9925,1981,PhD,Together,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,44,216,3,3,9
4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,46,943,1,0,22
5389,1964,Graduation,Married,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,61,347,3,3,13
6036,1959,Master,Together,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,66,1924,1,0,18
182,1946,PhD,Together,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,79,397,3,3,13
203,1975,Master,Single,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,50,2089,2,0,21
11025,1961,Graduation,Married,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,64,138,0,1,7
10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,42,3,3,4
4607,1959,Graduation,Together,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,66,777,2,0,16
3711,1944,Master,Married,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,81,1902,2,0,19
3696,1965,Graduation,Divorced,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,60,52,3,1,5
2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,38,1651,2,0,12
9214,1991,Graduation,Married,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,34,358,0,3,12
4943,1953,Graduation,Married,70503.0,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,72,1727,2,0,15
35,1987,Graduation,Married,25545.0,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,38,210,0,1,7
2258,1986,Graduation,Married,32880.0,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,39,42,3,3,4
4322,1958,PhD,Together,77863.0,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,67,1291,2,2,19
713,1977,Master,Married,50353.0,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,48,442,3,3,14
4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,61,1895,1,0,16
3281,1960,PhD,Married,49154.0,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,65,411,3,1,13
702,1975,2n Cycle,Widow,47682.0,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,50,521,3,0,15
2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,56,1168,2,0,16
4769,1977,Master,Together,57954.0,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,48,493,3,3,16
4437,1962,Graduation,Married,65316.0,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,63,260,3,1,10
8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,46,3,1,5
10741,1951,Master,Together,47352.0,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,74,319,3,3,12
1991,1967,Graduation,Together,44931.0,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,58,96,0,1,6
6931,1967,Graduation,Divorced,76982.0,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,58,1062,1,0,15
11096,1952,2n Cycle,Together,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,73,232,3,1,10
304,1981,Master,Single,22944.0,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,44,76,3,3,6
3665,1977,2n Cycle,Together,25315.0,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,48,54,0,1,6
10591,1969,Graduation,Widow,43638.0,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,56,201,0,1,9
5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,41,406,0,2,12
5547,1982,PhD,Married,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,43,1919,2,0,19
7822,1976,Graduation,Together,54058.0,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,49,662,2,0,18
8541,1990,2n Cycle,Married,24683.0,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,35,41,3,3,6
10955,1964,Graduation,Widow,85620.0,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,61,1600,1,0,13
4368,1980,Graduation,Married,47850.0,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,45,134,3,3,7
9671,1968,Graduation,Married,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,57,69,0,1,6
2256,1973,Master,Married,27159.0,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,52,21,0,1,4
4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,62,54,3,3,5
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,36,91,0,1,6
9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,54,526,3,3,16
9460,1963,Graduation,Married,22419.0,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,62,162,3,3,7
9504,1949,Master,Married,81698.0,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,76,1008,1,0,24
8692,1952,Graduation,Together,43462.0,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,73,240,3,1,10
448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,47,795,1,2,19
8314,1982,Graduation,Married,79908.0,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,43,1772,1,0,18
8420,1970,2n Cycle,Married,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,55,64,0,1,6
3174,1959,Graduation,Together,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,66,1957,2,0,19
7685,1978,Graduation,Married,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,47,78,0,1,6
3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,45,1572,1,0,19
9780,1971,Master,Together,71499.0,0,1,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,54,795,2,0,24
10681,1970,2n Cycle,Married,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,55,889,1,0,21
10232,1963,PhD,Divorced,48799.0,0,1,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,62,331,0,1,12
4184,1950,PhD,Together,52157.0,0,1,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,75,265,3,1,10
9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,63,1065,2,2,15
891,1951,Master,Together,29298.0,1,1,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,74,11,3,3,3
10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,46,21,0,1,3
3525,1970,Graduation,Together,38200.0,1,1,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,55,17,0,1,3
6818,1974,Graduation,Married,44989.0,0,1,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,51,369,0,2,11
3526,1968,PhD,Married,38443.0,1,1,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,57,38,3,1,4
8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,47,177,0,1,8
1029,1970,PhD,Together,64413.0,0,1,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,55,279,0,1,11
7369,1981,Master,Married,36959.0,1,0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,44,62,3,1,5
2574,1977,PhD,Married,61996.0,0,1,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,48,1230,2,2,18
8159,1968,Graduation,Married,51287.0,1,1,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,57,182,0,1,8
1160,1970,Graduation,Married,13260.0,1,1,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,55,49,0,1,6
10242,1966,PhD,Together,47472.0,1,1,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,59,75,0,1,6
5253,1956,Master,Together,54603.0,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,69,227,3,3,10
5966,1974,PhD,Married,45207.0,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,51,215,3,1,10
5314,1951,Graduation,Together,40689.0,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,74,444,3,3,13
5081,1967,2n Cycle,Together,47821.0,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,58,47,3,1,4
5123,1951,Master,Married,27450.0,0,0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,74,143,3,3,6
5756,1983,Graduation,Together,39453.0,1,0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,42,55,3,3,5
8036,1971,2n Cycle,Together,26850.0,1,1,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,54,63,0,1,7
9058,1955,Graduation,Widow,79800.0,0,0,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,70,1867,2,0,21
5057,1961,Master,Married,61794.0,0,1,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,64,611,2,3,18
254,1955,Graduation,Together,53863.0,0,1,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,70,473,0,1,15
4179,1959,Graduation,Together,24221.0,0,0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,66,55,3,3,5
3710,1984,PhD,Single,39684.0,1,0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,41,81,0,1,5
7627,1975,Master,Married,92163.0,0,0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,50,2086,1,0,21
4501,1965,Master,Single,69882.0,0,0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,60,1478,1,0,19
6424,1977,Graduation,Together,33178.0,1,0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48,49,0,1,4
3075,1972,PhD,Married,59973.0,0,0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,53,382,0,3,14
4992,1975,Master,Together,17459.0,1,0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,50,69,0,1,6
5252,1969,Graduation,Divorced,23910.0,1,0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,56,67,3,3,5
7444,1969,Master,Married,42169.0,1,1,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,56,30,0,1,4
6919,1978,2n Cycle,Married,26224.0,1,0,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,47,63,0,1,6
3537,1981,Graduation,Together,31089.0,1,0,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,44,79,3,1,7
10277,1961,Graduation,Single,30081.0,0,1,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,64,42,0,1,4
2453,1960,Graduation,Together,62807.0,0,1,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,65,819,2,2,20
7972,1955,Graduation,Single,72906.0,0,0,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,70,1151,2,0,16
895,1948,PhD,Married,61467.0,0,2,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,77,594,3,2,17
1177,1966,Master,Together,49618.0,1,1,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,59,129,3,3,7
